"level0","level1","Iwi(1) (total responses)(2) and iwi groupings","count"
"Ngāti Maniapoto","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Te Tai Hauāuru",8757
"Ngāti Raukawa (Waikato)","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Te Tai Hauāuru",2394
"Waikato","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Te Tai Hauāuru",3657
"Waikato/Te Rohe Pōtae (Waikato/King Country) Region, not further defined","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Te Tai Hauāuru",321
"Ngāti Pikiao (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",615
"Ngāti Rangiteaorere (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",33
"Ngāti Rangitihi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",171
"Ngāti Rangiwewehi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",228
"Tapuika (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",144
"Tarāwhai (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",18
"Tūhourangi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",255
"Uenuku-Kōpako (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",30
"Waitaha (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",87
"Ngāti Whakaue (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",654
"Ngāti Tūwharetoa","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",7764
"Ngāti Tahu-Ngāti Whaoa (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",192
"Te Arawa/Taupō (Rotorua/Taupō) Region, not further defined","Te Arawa/Taupō (Rotorua/Taupō) Region","Te Tai Hauāuru",174
"Ngāti Pūkenga","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Te Tai Hauāuru",138
"Ngaiterangi","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Te Tai Hauāuru",1086
"Ngāti Ranginui","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Te Tai Hauāuru",588
"Ngāti Awa","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Te Tai Hauāuru",1113
"Ngāti Manawa","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Te Tai Hauāuru",243
"Ngāi Tai (Tauranga Moana/Mātaatua)","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Te Tai Hauāuru",171
"Tūhoe","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Te Tai Hauāuru",3525
"Whakatōhea","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Te Tai Hauāuru",1047
"Te Whānau-a-Apanui","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Te Tai Hauāuru",1551
"Ngāti Whare","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Te Tai Hauāuru",105
"Tauranga Moana/Mātaatua (Bay of Plenty) Region, not further defined","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Te Tai Hauāuru",15
"Ngāti Porou","Te Tai Rāwhiti (East Coast) Region","Te Tai Hauāuru",9411
"Te Aitanga-a-Māhaki","Te Tai Rāwhiti (East Coast) Region","Te Tai Hauāuru",564
"Rongowhakaata","Te Tai Rāwhiti (East Coast) Region","Te Tai Hauāuru",408
"Ngāi Tāmanuhiri","Te Tai Rāwhiti (East Coast) Region","Te Tai Hauāuru",120
"Te Tai Rāwhiti (East Coast) Region, not further defined","Te Tai Rāwhiti (East Coast) Region","Te Tai Hauāuru",96
"Rongomaiwahine (Te Māhia)","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",483
"Ngāti Kahungunu ki Te Wairoa","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",2829
"Ngāti Kahungunu ki Heretaunga","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",1143
"Ngāti Kahungunu ki Wairarapa","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",1596
"Ngāti Kahungunu, region unspecified","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",2340
"Rangitāne (Te Matau-a-Māui/Hawke's Bay/Wairarapa)","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",330
"Ngāti Kahungunu ki Te Whanganui-a-Orotu","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",204
"Ngāti Kahungunu ki Tamatea","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",102
"Ngāti Kahungunu ki Tamakinui a Rua","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",63
"Ngāti Pāhauwera","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",261
"Ngāti Rākaipaaka","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",126
"Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region, not further defined","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Te Tai Hauāuru",72
"Te Atiawa (Taranaki)","Taranaki (Taranaki) Region","Te Tai Hauāuru",6192
"Ngāti Maru (Taranaki)","Taranaki (Taranaki) Region","Te Tai Hauāuru",399
"Ngāti Mutunga (Taranaki)","Taranaki (Taranaki) Region","Te Tai Hauāuru",1098
"Ngā Rauru","Taranaki (Taranaki) Region","Te Tai Hauāuru",2205
"Ngā Ruahine","Taranaki (Taranaki) Region","Te Tai Hauāuru",2511
"Ngāti Ruanui","Taranaki (Taranaki) Region","Te Tai Hauāuru",3105
"Ngāti Tama (Taranaki)","Taranaki (Taranaki) Region","Te Tai Hauāuru",651
"Taranaki","Taranaki (Taranaki) Region","Te Tai Hauāuru",2520
"Tangāhoe","Taranaki (Taranaki) Region","Te Tai Hauāuru",123
"Pakakohi","Taranaki (Taranaki) Region","Te Tai Hauāuru",186
"Taranaki (Taranaki) Region, not further defined","Taranaki (Taranaki) Region","Te Tai Hauāuru",39
"Ngāti Apa (Rangitīkei)","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Te Tai Hauāuru",1635
"Te Ati Haunui-a-Pāpārangi","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Te Tai Hauāuru",6207
"Ngāti Haua (Taumarunui)","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Te Tai Hauāuru",336
"Ngāti Hauiti","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Te Tai Hauāuru",471
"Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region, not further defined","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Te Tai Hauāuru",9
"Te Atiawa (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Te Tai Hauāuru",663
"Muaūpoko","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Te Tai Hauāuru",1395
"Rangitāne (Manawatū)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Te Tai Hauāuru",750
"Ngāti Raukawa (Horowhenua/Manawatū)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Te Tai Hauāuru",7095
"Ngāti Toarangatira (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Te Tai Hauāuru",2055
"Te Atiawa ki Whakarongotai","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Te Tai Hauāuru",429
"Ngāti Tama ki Te Upoko o Te Ika (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Te Tai Hauāuru",78
"Ngāti Kauwhata","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Te Tai Hauāuru",897
"Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region, not further defined","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Te Tai Hauāuru",189
"Te Atiawa (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",330
"Ngāti Koata","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",225
"Ngāti Kuia","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",297
"Kāti Māmoe","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",216
"Moriori","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",96
"Ngāti Mutunga (Wharekauri/Chatham Islands)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",198
"Rangitāne (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",165
"Ngāti Rārua","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",141
"Ngāi Tahu / Kāi Tahu","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",5301
"Ngāti Tama (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",84
"Ngāti Toarangatira (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",54
"Waitaha (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",60
"Ngāti Apa ki Te Rā Tō","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",189
"Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region, not further defined","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Te Tai Hauāuru",57
"Tainui","Other Iwi not named, but waka or Iwi confederation known","Te Tai Hauāuru",972
"Te Arawa","Other Iwi not named, but waka or Iwi confederation known","Te Tai Hauāuru",1758
"Tākitimu","Other Iwi not named, but waka or Iwi confederation known","Te Tai Hauāuru",3
"Aotea","Other Iwi not named, but waka or Iwi confederation known","Te Tai Hauāuru",9
"Mātaatua","Other Iwi not named, but waka or Iwi confederation known","Te Tai Hauāuru",27
"Mahuru","Other Iwi not named, but waka or Iwi confederation known","Te Tai Hauāuru",0
"Māmari","Other Iwi not named, but waka or Iwi confederation known","Te Tai Hauāuru",0
"Ngātokimatawhaorua","Other Iwi not named, but waka or Iwi confederation known","Te Tai Hauāuru",0
"Nukutere","Other Iwi not named, but waka or Iwi confederation known","Te Tai Hauāuru",0
