"level0","level1","level2","level3","Total personal income(1)","count"
"Male","25–29 Years","Rongotai","North Island general electorates","$5,001– $10,000",78
"Female","25–29 Years","Rongotai","North Island general electorates","$5,001– $10,000",108
"Male","30–34 Years","Rongotai","North Island general electorates","$5,001– $10,000",54
"Female","30–34 Years","Rongotai","North Island general electorates","$5,001– $10,000",90
"Male","35–39 Years","Rongotai","North Island general electorates","$5,001– $10,000",42
"Female","35–39 Years","Rongotai","North Island general electorates","$5,001– $10,000",105
"Male","40–44 Years","Rongotai","North Island general electorates","$5,001– $10,000",39
"Female","40–44 Years","Rongotai","North Island general electorates","$5,001– $10,000",105
"Male","45–49 Years","Rongotai","North Island general electorates","$5,001– $10,000",39
"Female","45–49 Years","Rongotai","North Island general electorates","$5,001– $10,000",117
"Male","50–54 Years","Rongotai","North Island general electorates","$5,001– $10,000",45
"Female","50–54 Years","Rongotai","North Island general electorates","$5,001– $10,000",69
"Male","55–59 Years","Rongotai","North Island general electorates","$5,001– $10,000",39
"Female","55–59 Years","Rongotai","North Island general electorates","$5,001– $10,000",60
"Male","60–64 Years","Rongotai","North Island general electorates","$5,001– $10,000",63
"Female","60–64 Years","Rongotai","North Island general electorates","$5,001– $10,000",60
"Male","65–69 Years","Rongotai","North Island general electorates","$5,001– $10,000",24
"Female","65–69 Years","Rongotai","North Island general electorates","$5,001– $10,000",33
"Male","70–74 Years","Rongotai","North Island general electorates","$5,001– $10,000",15
"Female","70–74 Years","Rongotai","North Island general electorates","$5,001– $10,000",30
"Male","75–79 Years","Rongotai","North Island general electorates","$5,001– $10,000",15
"Female","75–79 Years","Rongotai","North Island general electorates","$5,001– $10,000",12
"Male","80–84 Years","Rongotai","North Island general electorates","$5,001– $10,000",12
"Female","80–84 Years","Rongotai","North Island general electorates","$5,001– $10,000",15
"Male","85 Years And Over","Rongotai","North Island general electorates","$5,001– $10,000",12
"Female","85 Years And Over","Rongotai","North Island general electorates","$5,001– $10,000",24
"Male","15–19 Years","Rotorua","North Island general electorates","$5,001– $10,000",264
"Female","15–19 Years","Rotorua","North Island general electorates","$5,001– $10,000",222
"Male","20–24 Years","Rotorua","North Island general electorates","$5,001– $10,000",192
"Female","20–24 Years","Rotorua","North Island general electorates","$5,001– $10,000",264
"Male","25–29 Years","Rotorua","North Island general electorates","$5,001– $10,000",75
"Female","25–29 Years","Rotorua","North Island general electorates","$5,001– $10,000",165
"Male","30–34 Years","Rotorua","North Island general electorates","$5,001– $10,000",48
"Female","30–34 Years","Rotorua","North Island general electorates","$5,001– $10,000",138
"Male","35–39 Years","Rotorua","North Island general electorates","$5,001– $10,000",60
"Female","35–39 Years","Rotorua","North Island general electorates","$5,001– $10,000",156
"Male","40–44 Years","Rotorua","North Island general electorates","$5,001– $10,000",69
"Female","40–44 Years","Rotorua","North Island general electorates","$5,001– $10,000",138
"Male","45–49 Years","Rotorua","North Island general electorates","$5,001– $10,000",72
"Female","45–49 Years","Rotorua","North Island general electorates","$5,001– $10,000",114
"Male","50–54 Years","Rotorua","North Island general electorates","$5,001– $10,000",75
"Female","50–54 Years","Rotorua","North Island general electorates","$5,001– $10,000",114
"Male","55–59 Years","Rotorua","North Island general electorates","$5,001– $10,000",63
"Female","55–59 Years","Rotorua","North Island general electorates","$5,001– $10,000",126
"Male","60–64 Years","Rotorua","North Island general electorates","$5,001– $10,000",81
"Female","60–64 Years","Rotorua","North Island general electorates","$5,001– $10,000",114
"Male","65–69 Years","Rotorua","North Island general electorates","$5,001– $10,000",33
"Female","65–69 Years","Rotorua","North Island general electorates","$5,001– $10,000",54
"Male","70–74 Years","Rotorua","North Island general electorates","$5,001– $10,000",21
"Female","70–74 Years","Rotorua","North Island general electorates","$5,001– $10,000",36
"Male","75–79 Years","Rotorua","North Island general electorates","$5,001– $10,000",21
"Female","75–79 Years","Rotorua","North Island general electorates","$5,001– $10,000",24
"Male","80–84 Years","Rotorua","North Island general electorates","$5,001– $10,000",12
"Female","80–84 Years","Rotorua","North Island general electorates","$5,001– $10,000",21
"Male","85 Years And Over","Rotorua","North Island general electorates","$5,001– $10,000",18
"Female","85 Years And Over","Rotorua","North Island general electorates","$5,001– $10,000",36
"Male","15–19 Years","Tamaki","North Island general electorates","$5,001– $10,000",150
"Female","15–19 Years","Tamaki","North Island general electorates","$5,001– $10,000",135
"Male","20–24 Years","Tamaki","North Island general electorates","$5,001– $10,000",210
"Female","20–24 Years","Tamaki","North Island general electorates","$5,001– $10,000",249
"Male","25–29 Years","Tamaki","North Island general electorates","$5,001– $10,000",60
"Female","25–29 Years","Tamaki","North Island general electorates","$5,001– $10,000",75
"Male","30–34 Years","Tamaki","North Island general electorates","$5,001– $10,000",39
"Female","30–34 Years","Tamaki","North Island general electorates","$5,001– $10,000",81
"Male","35–39 Years","Tamaki","North Island general electorates","$5,001– $10,000",24
"Female","35–39 Years","Tamaki","North Island general electorates","$5,001– $10,000",81
"Male","40–44 Years","Tamaki","North Island general electorates","$5,001– $10,000",36
"Female","40–44 Years","Tamaki","North Island general electorates","$5,001– $10,000",111
"Male","45–49 Years","Tamaki","North Island general electorates","$5,001– $10,000",36
"Female","45–49 Years","Tamaki","North Island general electorates","$5,001– $10,000",96
"Male","50–54 Years","Tamaki","North Island general electorates","$5,001– $10,000",39
"Female","50–54 Years","Tamaki","North Island general electorates","$5,001– $10,000",96
"Male","55–59 Years","Tamaki","North Island general electorates","$5,001– $10,000",51
"Female","55–59 Years","Tamaki","North Island general electorates","$5,001– $10,000",108
"Male","60–64 Years","Tamaki","North Island general electorates","$5,001– $10,000",51
"Female","60–64 Years","Tamaki","North Island general electorates","$5,001– $10,000",81
"Male","65–69 Years","Tamaki","North Island general electorates","$5,001– $10,000",33
"Female","65–69 Years","Tamaki","North Island general electorates","$5,001– $10,000",54
"Male","70–74 Years","Tamaki","North Island general electorates","$5,001– $10,000",15
"Female","70–74 Years","Tamaki","North Island general electorates","$5,001– $10,000",21
"Male","75–79 Years","Tamaki","North Island general electorates","$5,001– $10,000",9
"Female","75–79 Years","Tamaki","North Island general electorates","$5,001– $10,000",21
"Male","80–84 Years","Tamaki","North Island general electorates","$5,001– $10,000",9
"Female","80–84 Years","Tamaki","North Island general electorates","$5,001– $10,000",9
"Male","85 Years And Over","Tamaki","North Island general electorates","$5,001– $10,000",6
"Female","85 Years And Over","Tamaki","North Island general electorates","$5,001– $10,000",21
"Male","15–19 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",180
"Female","15–19 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",195
"Male","20–24 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",117
"Female","20–24 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",192
"Male","25–29 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",51
"Female","25–29 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",132
"Male","30–34 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",45
"Female","30–34 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",135
"Male","35–39 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",39
"Female","35–39 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",141
"Male","40–44 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",54
"Female","40–44 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",129
"Male","45–49 Years","Taranaki-King Country","North Island general electorates","$5,001– $10,000",51
