"level0","level1","level2","level3","Years at usual residence","count"
"Male","55–59 Years","Hunua","North Island general electorates","Less than 1 Year",231
"Female","55–59 Years","Hunua","North Island general electorates","Less than 1 Year",258
"Male","60–64 Years","Hunua","North Island general electorates","Less than 1 Year",189
"Female","60–64 Years","Hunua","North Island general electorates","Less than 1 Year",201
"Male","65–69 Years","Hunua","North Island general electorates","Less than 1 Year",141
"Female","65–69 Years","Hunua","North Island general electorates","Less than 1 Year",156
"Male","70–74 Years","Hunua","North Island general electorates","Less than 1 Year",84
"Female","70–74 Years","Hunua","North Island general electorates","Less than 1 Year",87
"Male","75–79 Years","Hunua","North Island general electorates","Less than 1 Year",54
"Female","75–79 Years","Hunua","North Island general electorates","Less than 1 Year",60
"Male","80–84 Years","Hunua","North Island general electorates","Less than 1 Year",30
"Female","80–84 Years","Hunua","North Island general electorates","Less than 1 Year",39
"Male","85 Years And Over","Hunua","North Island general electorates","Less than 1 Year",24
"Female","85 Years And Over","Hunua","North Island general electorates","Less than 1 Year",48
"Male","0–4 Years","Hutt South","North Island general electorates","Less than 1 Year",924
"Female","0–4 Years","Hutt South","North Island general electorates","Less than 1 Year",867
"Male","5–9 Years","Hutt South","North Island general electorates","Less than 1 Year",405
"Female","5–9 Years","Hutt South","North Island general electorates","Less than 1 Year",387
"Male","10–14 Years","Hutt South","North Island general electorates","Less than 1 Year",309
"Female","10–14 Years","Hutt South","North Island general electorates","Less than 1 Year",309
"Male","15–19 Years","Hutt South","North Island general electorates","Less than 1 Year",363
"Female","15–19 Years","Hutt South","North Island general electorates","Less than 1 Year",375
"Male","20–24 Years","Hutt South","North Island general electorates","Less than 1 Year",741
"Female","20–24 Years","Hutt South","North Island general electorates","Less than 1 Year",831
"Male","25–29 Years","Hutt South","North Island general electorates","Less than 1 Year",750
"Female","25–29 Years","Hutt South","North Island general electorates","Less than 1 Year",801
"Male","30–34 Years","Hutt South","North Island general electorates","Less than 1 Year",585
"Female","30–34 Years","Hutt South","North Island general electorates","Less than 1 Year",570
"Male","35–39 Years","Hutt South","North Island general electorates","Less than 1 Year",459
"Female","35–39 Years","Hutt South","North Island general electorates","Less than 1 Year",456
"Male","40–44 Years","Hutt South","North Island general electorates","Less than 1 Year",351
"Female","40–44 Years","Hutt South","North Island general electorates","Less than 1 Year",360
"Male","45–49 Years","Hutt South","North Island general electorates","Less than 1 Year",267
"Female","45–49 Years","Hutt South","North Island general electorates","Less than 1 Year",276
"Male","50–54 Years","Hutt South","North Island general electorates","Less than 1 Year",219
"Female","50–54 Years","Hutt South","North Island general electorates","Less than 1 Year",222
"Male","55–59 Years","Hutt South","North Island general electorates","Less than 1 Year",153
"Female","55–59 Years","Hutt South","North Island general electorates","Less than 1 Year",195
"Male","60–64 Years","Hutt South","North Island general electorates","Less than 1 Year",93
"Female","60–64 Years","Hutt South","North Island general electorates","Less than 1 Year",117
"Male","65–69 Years","Hutt South","North Island general electorates","Less than 1 Year",78
"Female","65–69 Years","Hutt South","North Island general electorates","Less than 1 Year",93
"Male","70–74 Years","Hutt South","North Island general electorates","Less than 1 Year",36
"Female","70–74 Years","Hutt South","North Island general electorates","Less than 1 Year",42
"Male","75–79 Years","Hutt South","North Island general electorates","Less than 1 Year",36
"Female","75–79 Years","Hutt South","North Island general electorates","Less than 1 Year",45
"Male","80–84 Years","Hutt South","North Island general electorates","Less than 1 Year",24
"Female","80–84 Years","Hutt South","North Island general electorates","Less than 1 Year",36
"Male","85 Years And Over","Hutt South","North Island general electorates","Less than 1 Year",15
"Female","85 Years And Over","Hutt South","North Island general electorates","Less than 1 Year",30
"Male","0–4 Years","Kelston","North Island general electorates","Less than 1 Year",1086
"Female","0–4 Years","Kelston","North Island general electorates","Less than 1 Year",969
"Male","5–9 Years","Kelston","North Island general electorates","Less than 1 Year",396
"Female","5–9 Years","Kelston","North Island general electorates","Less than 1 Year",324
"Male","10–14 Years","Kelston","North Island general electorates","Less than 1 Year",303
"Female","10–14 Years","Kelston","North Island general electorates","Less than 1 Year",309
"Male","15–19 Years","Kelston","North Island general electorates","Less than 1 Year",417
"Female","15–19 Years","Kelston","North Island general electorates","Less than 1 Year",462
"Male","20–24 Years","Kelston","North Island general electorates","Less than 1 Year",753
"Female","20–24 Years","Kelston","North Island general electorates","Less than 1 Year",768
"Male","25–29 Years","Kelston","North Island general electorates","Less than 1 Year",729
"Female","25–29 Years","Kelston","North Island general electorates","Less than 1 Year",846
"Male","30–34 Years","Kelston","North Island general electorates","Less than 1 Year",633
"Female","30–34 Years","Kelston","North Island general electorates","Less than 1 Year",630
"Male","35–39 Years","Kelston","North Island general electorates","Less than 1 Year",477
"Female","35–39 Years","Kelston","North Island general electorates","Less than 1 Year",444
"Male","40–44 Years","Kelston","North Island general electorates","Less than 1 Year",345
"Female","40–44 Years","Kelston","North Island general electorates","Less than 1 Year",384
"Male","45–49 Years","Kelston","North Island general electorates","Less than 1 Year",273
"Female","45–49 Years","Kelston","North Island general electorates","Less than 1 Year",270
"Male","50–54 Years","Kelston","North Island general electorates","Less than 1 Year",225
"Female","50–54 Years","Kelston","North Island general electorates","Less than 1 Year",234
"Male","55–59 Years","Kelston","North Island general electorates","Less than 1 Year",144
"Female","55–59 Years","Kelston","North Island general electorates","Less than 1 Year",213
"Male","60–64 Years","Kelston","North Island general electorates","Less than 1 Year",108
"Female","60–64 Years","Kelston","North Island general electorates","Less than 1 Year",114
"Male","65–69 Years","Kelston","North Island general electorates","Less than 1 Year",78
"Female","65–69 Years","Kelston","North Island general electorates","Less than 1 Year",81
"Male","70–74 Years","Kelston","North Island general electorates","Less than 1 Year",45
"Female","70–74 Years","Kelston","North Island general electorates","Less than 1 Year",42
"Male","75–79 Years","Kelston","North Island general electorates","Less than 1 Year",21
"Female","75–79 Years","Kelston","North Island general electorates","Less than 1 Year",36
"Male","80–84 Years","Kelston","North Island general electorates","Less than 1 Year",18
"Female","80–84 Years","Kelston","North Island general electorates","Less than 1 Year",21
"Male","85 Years And Over","Kelston","North Island general electorates","Less than 1 Year",9
"Female","85 Years And Over","Kelston","North Island general electorates","Less than 1 Year",30
"Male","0–4 Years","Mana","North Island general electorates","Less than 1 Year",1032
"Female","0–4 Years","Mana","North Island general electorates","Less than 1 Year",969
"Male","5–9 Years","Mana","North Island general electorates","Less than 1 Year",387
"Female","5–9 Years","Mana","North Island general electorates","Less than 1 Year",447
"Male","10–14 Years","Mana","North Island general electorates","Less than 1 Year",357
