"level0","level1","level2","Ethnic group (grouped total responses)(1)","count"
"Male","70–74 Years","Hauraki-Waikato","Not Elsewhere Included(4)",0
"Female","70–74 Years","Hauraki-Waikato","Not Elsewhere Included(4)",3
"Male","75–79 Years","Hauraki-Waikato","Not Elsewhere Included(4)",0
"Female","75–79 Years","Hauraki-Waikato","Not Elsewhere Included(4)",3
"Male","80–84 Years","Hauraki-Waikato","Not Elsewhere Included(4)",3
"Female","80–84 Years","Hauraki-Waikato","Not Elsewhere Included(4)",0
"Male","85 Years And Over","Hauraki-Waikato","Not Elsewhere Included(4)",0
"Female","85 Years And Over","Hauraki-Waikato","Not Elsewhere Included(4)",3
"Male","18 Years And Over","Hauraki-Waikato","Not Elsewhere Included(4)",96
"Female","18 Years And Over","Hauraki-Waikato","Not Elsewhere Included(4)",78
"Male","0–4 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",9
"Female","0–4 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",18
"Male","5–9 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",24
"Female","5–9 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",15
"Male","10–14 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",21
"Female","10–14 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",15
"Male","15–19 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",18
"Female","15–19 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",12
"Male","20–24 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",18
"Female","20–24 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",6
"Male","25–29 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",6
"Female","25–29 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",3
"Male","30–34 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",3
"Female","30–34 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",3
"Male","35–39 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",3
"Female","35–39 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",6
"Male","40–44 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",9
"Female","40–44 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",9
"Male","45–49 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",6
"Female","45–49 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",12
"Male","50–54 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",12
"Female","50–54 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",12
"Male","55–59 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",9
"Female","55–59 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",9
"Male","60–64 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",3
"Female","60–64 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",9
"Male","65–69 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",6
"Female","65–69 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",15
"Male","70–74 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",6
"Female","70–74 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",9
"Male","75–79 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",6
"Female","75–79 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",6
"Male","80–84 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",0
"Female","80–84 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",6
"Male","85 Years And Over","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",3
"Female","85 Years And Over","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",3
"Male","18 Years And Over","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",102
"Female","18 Years And Over","Ikaroa-Rāwhiti","Not Elsewhere Included(4)",120
"Male","0–4 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",12
"Female","0–4 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",9
"Male","5–9 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",9
"Female","5–9 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",15
"Male","10–14 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",21
"Female","10–14 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",18
"Male","15–19 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",15
"Female","15–19 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",3
"Male","20–24 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",15
"Female","20–24 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",6
"Male","25–29 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",6
"Female","25–29 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",6
"Male","30–34 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",6
"Female","30–34 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",6
"Male","35–39 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",6
"Female","35–39 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",3
"Male","40–44 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",12
"Female","40–44 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",6
"Male","45–49 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",9
"Female","45–49 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",6
"Male","50–54 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",12
"Female","50–54 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",9
"Male","55–59 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",12
"Female","55–59 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",6
"Male","60–64 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",9
"Female","60–64 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",9
"Male","65–69 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",3
"Female","65–69 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",0
"Male","70–74 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",6
"Female","70–74 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",3
"Male","75–79 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",0
"Female","75–79 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",0
"Male","80–84 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",3
"Female","80–84 Years","Tāmaki Makaurau","Not Elsewhere Included(4)",3
"Male","85 Years And Over","Tāmaki Makaurau","Not Elsewhere Included(4)",0
"Female","85 Years And Over","Tāmaki Makaurau","Not Elsewhere Included(4)",0
"Male","18 Years And Over","Tāmaki Makaurau","Not Elsewhere Included(4)",105
"Female","18 Years And Over","Tāmaki Makaurau","Not Elsewhere Included(4)",66
"Male","0–4 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",9
"Female","0–4 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",15
"Male","5–9 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",15
"Female","5–9 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",21
"Male","10–14 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",24
"Female","10–14 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",15
"Male","15–19 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",30
"Female","15–19 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",15
"Male","20–24 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",15
"Female","20–24 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",9
"Male","25–29 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",12
"Female","25–29 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",6
"Male","30–34 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",6
"Female","30–34 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",9
"Male","35–39 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",6
"Female","35–39 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",6
"Male","40–44 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",9
"Female","40–44 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",6
"Male","45–49 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",9
"Female","45–49 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",9
"Male","50–54 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",12
"Female","50–54 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",12
"Male","55–59 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",9
"Female","55–59 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",6
"Male","60–64 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",9
"Female","60–64 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",6
"Male","65–69 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",9
"Female","65–69 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",3
"Male","70–74 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",3
"Female","70–74 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",6
"Male","75–79 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",3
"Female","75–79 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",3
"Male","80–84 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",0
"Female","80–84 Years","Te Tai Hauāuru","Not Elsewhere Included(4)",3
"Male","85 Years And Over","Te Tai Hauāuru","Not Elsewhere Included(4)",0
"Female","85 Years And Over","Te Tai Hauāuru","Not Elsewhere Included(4)",0
"Male","18 Years And Over","Te Tai Hauāuru","Not Elsewhere Included(4)",117
"Female","18 Years And Over","Te Tai Hauāuru","Not Elsewhere Included(4)",81
"Male","0–4 Years","Te Tai Tokerau","Not Elsewhere Included(4)",21
"Female","0–4 Years","Te Tai Tokerau","Not Elsewhere Included(4)",18
"Male","5–9 Years","Te Tai Tokerau","Not Elsewhere Included(4)",15
"Female","5–9 Years","Te Tai Tokerau","Not Elsewhere Included(4)",18
"Male","10–14 Years","Te Tai Tokerau","Not Elsewhere Included(4)",24
"Female","10–14 Years","Te Tai Tokerau","Not Elsewhere Included(4)",12
"Male","15–19 Years","Te Tai Tokerau","Not Elsewhere Included(4)",18
"Female","15–19 Years","Te Tai Tokerau","Not Elsewhere Included(4)",18
"Male","20–24 Years","Te Tai Tokerau","Not Elsewhere Included(4)",12
"Female","20–24 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Male","25–29 Years","Te Tai Tokerau","Not Elsewhere Included(4)",12
"Female","25–29 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Male","30–34 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Female","30–34 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Male","35–39 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Female","35–39 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Male","40–44 Years","Te Tai Tokerau","Not Elsewhere Included(4)",15
"Female","40–44 Years","Te Tai Tokerau","Not Elsewhere Included(4)",9
"Male","45–49 Years","Te Tai Tokerau","Not Elsewhere Included(4)",15
"Female","45–49 Years","Te Tai Tokerau","Not Elsewhere Included(4)",12
"Male","50–54 Years","Te Tai Tokerau","Not Elsewhere Included(4)",15
"Female","50–54 Years","Te Tai Tokerau","Not Elsewhere Included(4)",15
"Male","55–59 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Female","55–59 Years","Te Tai Tokerau","Not Elsewhere Included(4)",3
"Male","60–64 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Female","60–64 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Male","65–69 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Female","65–69 Years","Te Tai Tokerau","Not Elsewhere Included(4)",12
"Male","70–74 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Female","70–74 Years","Te Tai Tokerau","Not Elsewhere Included(4)",9
"Male","75–79 Years","Te Tai Tokerau","Not Elsewhere Included(4)",3
"Female","75–79 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Male","80–84 Years","Te Tai Tokerau","Not Elsewhere Included(4)",3
"Female","80–84 Years","Te Tai Tokerau","Not Elsewhere Included(4)",6
"Male","85 Years And Over","Te Tai Tokerau","Not Elsewhere Included(4)",0
"Female","85 Years And Over","Te Tai Tokerau","Not Elsewhere Included(4)",3
"Male","18 Years And Over","Te Tai Tokerau","Not Elsewhere Included(4)",120
"Female","18 Years And Over","Te Tai Tokerau","Not Elsewhere Included(4)",117
"Male","0–4 Years","Te Tai Tonga","Not Elsewhere Included(4)",15
"Female","0–4 Years","Te Tai Tonga","Not Elsewhere Included(4)",18
"Male","5–9 Years","Te Tai Tonga","Not Elsewhere Included(4)",21
"Female","5–9 Years","Te Tai Tonga","Not Elsewhere Included(4)",15
"Male","10–14 Years","Te Tai Tonga","Not Elsewhere Included(4)",21
"Female","10–14 Years","Te Tai Tonga","Not Elsewhere Included(4)",12
"Male","15–19 Years","Te Tai Tonga","Not Elsewhere Included(4)",21
"Female","15–19 Years","Te Tai Tonga","Not Elsewhere Included(4)",18
"Male","20–24 Years","Te Tai Tonga","Not Elsewhere Included(4)",24
"Female","20–24 Years","Te Tai Tonga","Not Elsewhere Included(4)",12
"Male","25–29 Years","Te Tai Tonga","Not Elsewhere Included(4)",15
"Female","25–29 Years","Te Tai Tonga","Not Elsewhere Included(4)",9
"Male","30–34 Years","Te Tai Tonga","Not Elsewhere Included(4)",15
"Female","30–34 Years","Te Tai Tonga","Not Elsewhere Included(4)",6
"Male","35–39 Years","Te Tai Tonga","Not Elsewhere Included(4)",15
"Female","35–39 Years","Te Tai Tonga","Not Elsewhere Included(4)",6
"Male","40–44 Years","Te Tai Tonga","Not Elsewhere Included(4)",12
"Female","40–44 Years","Te Tai Tonga","Not Elsewhere Included(4)",6
"Male","45–49 Years","Te Tai Tonga","Not Elsewhere Included(4)",15
"Female","45–49 Years","Te Tai Tonga","Not Elsewhere Included(4)",12
"Male","50–54 Years","Te Tai Tonga","Not Elsewhere Included(4)",15
"Female","50–54 Years","Te Tai Tonga","Not Elsewhere Included(4)",9
"Male","55–59 Years","Te Tai Tonga","Not Elsewhere Included(4)",12
"Female","55–59 Years","Te Tai Tonga","Not Elsewhere Included(4)",12
"Male","60–64 Years","Te Tai Tonga","Not Elsewhere Included(4)",6
"Female","60–64 Years","Te Tai Tonga","Not Elsewhere Included(4)",9
"Male","65–69 Years","Te Tai Tonga","Not Elsewhere Included(4)",9
"Female","65–69 Years","Te Tai Tonga","Not Elsewhere Included(4)",3
"Male","70–74 Years","Te Tai Tonga","Not Elsewhere Included(4)",9
"Female","70–74 Years","Te Tai Tonga","Not Elsewhere Included(4)",6
"Male","75–79 Years","Te Tai Tonga","Not Elsewhere Included(4)",0
"Female","75–79 Years","Te Tai Tonga","Not Elsewhere Included(4)",3
"Male","80–84 Years","Te Tai Tonga","Not Elsewhere Included(4)",3
"Female","80–84 Years","Te Tai Tonga","Not Elsewhere Included(4)",3
"Male","85 Years And Over","Te Tai Tonga","Not Elsewhere Included(4)",0
"Female","85 Years And Over","Te Tai Tonga","Not Elsewhere Included(4)",0
"Male","18 Years And Over","Te Tai Tonga","Not Elsewhere Included(4)",159
"Female","18 Years And Over","Te Tai Tonga","Not Elsewhere Included(4)",108
"Male","0–4 Years","Waiariki","Not Elsewhere Included(4)",24
"Female","0–4 Years","Waiariki","Not Elsewhere Included(4)",15
"Male","5–9 Years","Waiariki","Not Elsewhere Included(4)",27
"Female","5–9 Years","Waiariki","Not Elsewhere Included(4)",21
"Male","10–14 Years","Waiariki","Not Elsewhere Included(4)",21
"Female","10–14 Years","Waiariki","Not Elsewhere Included(4)",18
"Male","15–19 Years","Waiariki","Not Elsewhere Included(4)",18
"Female","15–19 Years","Waiariki","Not Elsewhere Included(4)",15
"Male","20–24 Years","Waiariki","Not Elsewhere Included(4)",12
"Female","20–24 Years","Waiariki","Not Elsewhere Included(4)",6
"Male","25–29 Years","Waiariki","Not Elsewhere Included(4)",3
"Female","25–29 Years","Waiariki","Not Elsewhere Included(4)",3
"Male","30–34 Years","Waiariki","Not Elsewhere Included(4)",15
"Female","30–34 Years","Waiariki","Not Elsewhere Included(4)",6
"Male","35–39 Years","Waiariki","Not Elsewhere Included(4)",15
"Female","35–39 Years","Waiariki","Not Elsewhere Included(4)",6
"Male","40–44 Years","Waiariki","Not Elsewhere Included(4)",15
"Female","40–44 Years","Waiariki","Not Elsewhere Included(4)",9
"Male","45–49 Years","Waiariki","Not Elsewhere Included(4)",9
"Female","45–49 Years","Waiariki","Not Elsewhere Included(4)",9
"Male","50–54 Years","Waiariki","Not Elsewhere Included(4)",6
"Female","50–54 Years","Waiariki","Not Elsewhere Included(4)",12
"Male","55–59 Years","Waiariki","Not Elsewhere Included(4)",3
"Female","55–59 Years","Waiariki","Not Elsewhere Included(4)",9
"Male","60–64 Years","Waiariki","Not Elsewhere Included(4)",9
"Female","60–64 Years","Waiariki","Not Elsewhere Included(4)",6
"Male","65–69 Years","Waiariki","Not Elsewhere Included(4)",6
"Female","65–69 Years","Waiariki","Not Elsewhere Included(4)",6
"Male","70–74 Years","Waiariki","Not Elsewhere Included(4)",3
"Female","70–74 Years","Waiariki","Not Elsewhere Included(4)",3
"Male","75–79 Years","Waiariki","Not Elsewhere Included(4)",3
"Female","75–79 Years","Waiariki","Not Elsewhere Included(4)",3
"Male","80–84 Years","Waiariki","Not Elsewhere Included(4)",0
"Female","80–84 Years","Waiariki","Not Elsewhere Included(4)",3
"Male","85 Years And Over","Waiariki","Not Elsewhere Included(4)",3
"Female","85 Years And Over","Waiariki","Not Elsewhere Included(4)",3
"Male","18 Years And Over","Waiariki","Not Elsewhere Included(4)",111
"Female","18 Years And Over","Waiariki","Not Elsewhere Included(4)",93
"Male","0–4 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","0–4 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","5–9 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","5–9 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","10–14 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","10–14 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","15–19 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","15–19 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","20–24 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","20–24 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","25–29 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","25–29 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","30–34 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","30–34 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","35–39 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","35–39 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","40–44 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","40–44 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","45–49 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","45–49 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","50–54 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","50–54 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","55–59 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","55–59 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","60–64 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","60–64 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","65–69 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","65–69 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","70–74 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","70–74 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","75–79 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","75–79 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","80–84 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","80–84 Years","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","85 Years And Over","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","85 Years And Over","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Male","18 Years And Over","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
"Female","18 Years And Over","Area Outside Māori Electorate","Not Elsewhere Included(4)",NA
