"level0","level1","level2","Languages spoken(1) (total responses)(2)","count"
"Female","65–69 Years","Waiariki","French",3
"Male","70–74 Years","Waiariki","French",0
"Female","70–74 Years","Waiariki","French",3
"Male","75–79 Years","Waiariki","French",0
"Female","75–79 Years","Waiariki","French",3
"Male","80–84 Years","Waiariki","French",0
"Female","80–84 Years","Waiariki","French",0
"Male","85 Years And Over","Waiariki","French",0
"Female","85 Years And Over","Waiariki","French",0
"Male","0–4 Years","Area Outside Māori Electorate","French",NA
"Female","0–4 Years","Area Outside Māori Electorate","French",NA
"Male","5–9 Years","Area Outside Māori Electorate","French",NA
"Female","5–9 Years","Area Outside Māori Electorate","French",NA
"Male","10–14 Years","Area Outside Māori Electorate","French",NA
"Female","10–14 Years","Area Outside Māori Electorate","French",NA
"Male","15–19 Years","Area Outside Māori Electorate","French",NA
"Female","15–19 Years","Area Outside Māori Electorate","French",NA
"Male","20–24 Years","Area Outside Māori Electorate","French",NA
"Female","20–24 Years","Area Outside Māori Electorate","French",NA
"Male","25–29 Years","Area Outside Māori Electorate","French",NA
"Female","25–29 Years","Area Outside Māori Electorate","French",NA
"Male","30–34 Years","Area Outside Māori Electorate","French",NA
"Female","30–34 Years","Area Outside Māori Electorate","French",NA
"Male","35–39 Years","Area Outside Māori Electorate","French",NA
"Female","35–39 Years","Area Outside Māori Electorate","French",NA
"Male","40–44 Years","Area Outside Māori Electorate","French",NA
"Female","40–44 Years","Area Outside Māori Electorate","French",NA
"Male","45–49 Years","Area Outside Māori Electorate","French",NA
"Female","45–49 Years","Area Outside Māori Electorate","French",NA
"Male","50–54 Years","Area Outside Māori Electorate","French",NA
"Female","50–54 Years","Area Outside Māori Electorate","French",NA
"Male","55–59 Years","Area Outside Māori Electorate","French",NA
"Female","55–59 Years","Area Outside Māori Electorate","French",NA
"Male","60–64 Years","Area Outside Māori Electorate","French",NA
"Female","60–64 Years","Area Outside Māori Electorate","French",NA
"Male","65–69 Years","Area Outside Māori Electorate","French",NA
"Female","65–69 Years","Area Outside Māori Electorate","French",NA
"Male","70–74 Years","Area Outside Māori Electorate","French",NA
"Female","70–74 Years","Area Outside Māori Electorate","French",NA
"Male","75–79 Years","Area Outside Māori Electorate","French",NA
"Female","75–79 Years","Area Outside Māori Electorate","French",NA
"Male","80–84 Years","Area Outside Māori Electorate","French",NA
"Female","80–84 Years","Area Outside Māori Electorate","French",NA
"Male","85 Years And Over","Area Outside Māori Electorate","French",NA
"Female","85 Years And Over","Area Outside Māori Electorate","French",NA
"Male","0–4 Years","Hauraki-Waikato","Yue(4)",0
"Female","0–4 Years","Hauraki-Waikato","Yue(4)",0
"Male","5–9 Years","Hauraki-Waikato","Yue(4)",0
"Female","5–9 Years","Hauraki-Waikato","Yue(4)",3
"Male","10–14 Years","Hauraki-Waikato","Yue(4)",0
"Female","10–14 Years","Hauraki-Waikato","Yue(4)",0
"Male","15–19 Years","Hauraki-Waikato","Yue(4)",3
"Female","15–19 Years","Hauraki-Waikato","Yue(4)",0
"Male","20–24 Years","Hauraki-Waikato","Yue(4)",0
"Female","20–24 Years","Hauraki-Waikato","Yue(4)",0
"Male","25–29 Years","Hauraki-Waikato","Yue(4)",3
"Female","25–29 Years","Hauraki-Waikato","Yue(4)",0
"Male","30–34 Years","Hauraki-Waikato","Yue(4)",3
"Female","30–34 Years","Hauraki-Waikato","Yue(4)",0
"Male","35–39 Years","Hauraki-Waikato","Yue(4)",0
"Female","35–39 Years","Hauraki-Waikato","Yue(4)",3
"Male","40–44 Years","Hauraki-Waikato","Yue(4)",0
"Female","40–44 Years","Hauraki-Waikato","Yue(4)",0
"Male","45–49 Years","Hauraki-Waikato","Yue(4)",0
"Female","45–49 Years","Hauraki-Waikato","Yue(4)",0
"Male","50–54 Years","Hauraki-Waikato","Yue(4)",3
"Female","50–54 Years","Hauraki-Waikato","Yue(4)",0
"Male","55–59 Years","Hauraki-Waikato","Yue(4)",0
"Female","55–59 Years","Hauraki-Waikato","Yue(4)",0
"Male","60–64 Years","Hauraki-Waikato","Yue(4)",0
"Female","60–64 Years","Hauraki-Waikato","Yue(4)",0
"Male","65–69 Years","Hauraki-Waikato","Yue(4)",0
"Female","65–69 Years","Hauraki-Waikato","Yue(4)",0
"Male","70–74 Years","Hauraki-Waikato","Yue(4)",0
"Female","70–74 Years","Hauraki-Waikato","Yue(4)",0
"Male","75–79 Years","Hauraki-Waikato","Yue(4)",0
"Female","75–79 Years","Hauraki-Waikato","Yue(4)",0
"Male","80–84 Years","Hauraki-Waikato","Yue(4)",0
"Female","80–84 Years","Hauraki-Waikato","Yue(4)",0
"Male","85 Years And Over","Hauraki-Waikato","Yue(4)",0
"Female","85 Years And Over","Hauraki-Waikato","Yue(4)",0
"Male","0–4 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","0–4 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","5–9 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","5–9 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","10–14 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","10–14 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","15–19 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","15–19 Years","Ikaroa-Rāwhiti","Yue(4)",3
"Male","20–24 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","20–24 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","25–29 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","25–29 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","30–34 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","30–34 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","35–39 Years","Ikaroa-Rāwhiti","Yue(4)",3
"Female","35–39 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","40–44 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","40–44 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","45–49 Years","Ikaroa-Rāwhiti","Yue(4)",3
"Female","45–49 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","50–54 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","50–54 Years","Ikaroa-Rāwhiti","Yue(4)",3
"Male","55–59 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","55–59 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","60–64 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","60–64 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","65–69 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","65–69 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","70–74 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","70–74 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","75–79 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","75–79 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","80–84 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Female","80–84 Years","Ikaroa-Rāwhiti","Yue(4)",0
"Male","85 Years And Over","Ikaroa-Rāwhiti","Yue(4)",0
"Female","85 Years And Over","Ikaroa-Rāwhiti","Yue(4)",0
"Male","0–4 Years","Tāmaki Makaurau","Yue(4)",3
"Female","0–4 Years","Tāmaki Makaurau","Yue(4)",6
"Male","5–9 Years","Tāmaki Makaurau","Yue(4)",0
"Female","5–9 Years","Tāmaki Makaurau","Yue(4)",0
"Male","10–14 Years","Tāmaki Makaurau","Yue(4)",0
"Female","10–14 Years","Tāmaki Makaurau","Yue(4)",0
"Male","15–19 Years","Tāmaki Makaurau","Yue(4)",0
"Female","15–19 Years","Tāmaki Makaurau","Yue(4)",3
"Male","20–24 Years","Tāmaki Makaurau","Yue(4)",3
"Female","20–24 Years","Tāmaki Makaurau","Yue(4)",0
"Male","25–29 Years","Tāmaki Makaurau","Yue(4)",0
"Female","25–29 Years","Tāmaki Makaurau","Yue(4)",0
"Male","30–34 Years","Tāmaki Makaurau","Yue(4)",0
"Female","30–34 Years","Tāmaki Makaurau","Yue(4)",0
"Male","35–39 Years","Tāmaki Makaurau","Yue(4)",3
"Female","35–39 Years","Tāmaki Makaurau","Yue(4)",3
"Male","40–44 Years","Tāmaki Makaurau","Yue(4)",0
"Female","40–44 Years","Tāmaki Makaurau","Yue(4)",3
"Male","45–49 Years","Tāmaki Makaurau","Yue(4)",3
"Female","45–49 Years","Tāmaki Makaurau","Yue(4)",3
"Male","50–54 Years","Tāmaki Makaurau","Yue(4)",3
"Female","50–54 Years","Tāmaki Makaurau","Yue(4)",0
"Male","55–59 Years","Tāmaki Makaurau","Yue(4)",0
"Female","55–59 Years","Tāmaki Makaurau","Yue(4)",0
"Male","60–64 Years","Tāmaki Makaurau","Yue(4)",0
"Female","60–64 Years","Tāmaki Makaurau","Yue(4)",0
"Male","65–69 Years","Tāmaki Makaurau","Yue(4)",0
"Female","65–69 Years","Tāmaki Makaurau","Yue(4)",3
"Male","70–74 Years","Tāmaki Makaurau","Yue(4)",3
"Female","70–74 Years","Tāmaki Makaurau","Yue(4)",0
"Male","75–79 Years","Tāmaki Makaurau","Yue(4)",3
"Female","75–79 Years","Tāmaki Makaurau","Yue(4)",0
"Male","80–84 Years","Tāmaki Makaurau","Yue(4)",0
"Female","80–84 Years","Tāmaki Makaurau","Yue(4)",0
"Male","85 Years And Over","Tāmaki Makaurau","Yue(4)",0
"Female","85 Years And Over","Tāmaki Makaurau","Yue(4)",0
"Male","0–4 Years","Te Tai Hauāuru","Yue(4)",0
"Female","0–4 Years","Te Tai Hauāuru","Yue(4)",0
"Male","5–9 Years","Te Tai Hauāuru","Yue(4)",0
"Female","5–9 Years","Te Tai Hauāuru","Yue(4)",0
"Male","10–14 Years","Te Tai Hauāuru","Yue(4)",0
"Female","10–14 Years","Te Tai Hauāuru","Yue(4)",0
"Male","15–19 Years","Te Tai Hauāuru","Yue(4)",0
"Female","15–19 Years","Te Tai Hauāuru","Yue(4)",0
"Male","20–24 Years","Te Tai Hauāuru","Yue(4)",0
"Female","20–24 Years","Te Tai Hauāuru","Yue(4)",0
"Male","25–29 Years","Te Tai Hauāuru","Yue(4)",0
"Female","25–29 Years","Te Tai Hauāuru","Yue(4)",0
"Male","30–34 Years","Te Tai Hauāuru","Yue(4)",0
"Female","30–34 Years","Te Tai Hauāuru","Yue(4)",0
"Male","35–39 Years","Te Tai Hauāuru","Yue(4)",3
"Female","35–39 Years","Te Tai Hauāuru","Yue(4)",0
"Male","40–44 Years","Te Tai Hauāuru","Yue(4)",3
"Female","40–44 Years","Te Tai Hauāuru","Yue(4)",0
"Male","45–49 Years","Te Tai Hauāuru","Yue(4)",3
"Female","45–49 Years","Te Tai Hauāuru","Yue(4)",0
"Male","50–54 Years","Te Tai Hauāuru","Yue(4)",3
"Female","50–54 Years","Te Tai Hauāuru","Yue(4)",0
"Male","55–59 Years","Te Tai Hauāuru","Yue(4)",0
"Female","55–59 Years","Te Tai Hauāuru","Yue(4)",0
"Male","60–64 Years","Te Tai Hauāuru","Yue(4)",0
"Female","60–64 Years","Te Tai Hauāuru","Yue(4)",0
"Male","65–69 Years","Te Tai Hauāuru","Yue(4)",0
"Female","65–69 Years","Te Tai Hauāuru","Yue(4)",0
"Male","70–74 Years","Te Tai Hauāuru","Yue(4)",0
"Female","70–74 Years","Te Tai Hauāuru","Yue(4)",0
"Male","75–79 Years","Te Tai Hauāuru","Yue(4)",0
"Female","75–79 Years","Te Tai Hauāuru","Yue(4)",0
"Male","80–84 Years","Te Tai Hauāuru","Yue(4)",0
"Female","80–84 Years","Te Tai Hauāuru","Yue(4)",0
"Male","85 Years And Over","Te Tai Hauāuru","Yue(4)",0
"Female","85 Years And Over","Te Tai Hauāuru","Yue(4)",0
"Male","0–4 Years","Te Tai Tokerau","Yue(4)",0
"Female","0–4 Years","Te Tai Tokerau","Yue(4)",0
"Male","5–9 Years","Te Tai Tokerau","Yue(4)",3
"Female","5–9 Years","Te Tai Tokerau","Yue(4)",0
"Male","10–14 Years","Te Tai Tokerau","Yue(4)",3
"Female","10–14 Years","Te Tai Tokerau","Yue(4)",0
"Male","15–19 Years","Te Tai Tokerau","Yue(4)",0
"Female","15–19 Years","Te Tai Tokerau","Yue(4)",0
"Male","20–24 Years","Te Tai Tokerau","Yue(4)",3
"Female","20–24 Years","Te Tai Tokerau","Yue(4)",0
"Male","25–29 Years","Te Tai Tokerau","Yue(4)",0
"Female","25–29 Years","Te Tai Tokerau","Yue(4)",0
"Male","30–34 Years","Te Tai Tokerau","Yue(4)",0
"Female","30–34 Years","Te Tai Tokerau","Yue(4)",3
"Male","35–39 Years","Te Tai Tokerau","Yue(4)",0
"Female","35–39 Years","Te Tai Tokerau","Yue(4)",0
"Male","40–44 Years","Te Tai Tokerau","Yue(4)",0
"Female","40–44 Years","Te Tai Tokerau","Yue(4)",0
"Male","45–49 Years","Te Tai Tokerau","Yue(4)",3
"Female","45–49 Years","Te Tai Tokerau","Yue(4)",0
"Male","50–54 Years","Te Tai Tokerau","Yue(4)",0
"Female","50–54 Years","Te Tai Tokerau","Yue(4)",0
"Male","55–59 Years","Te Tai Tokerau","Yue(4)",0
"Female","55–59 Years","Te Tai Tokerau","Yue(4)",0
"Male","60–64 Years","Te Tai Tokerau","Yue(4)",0
"Female","60–64 Years","Te Tai Tokerau","Yue(4)",0
"Male","65–69 Years","Te Tai Tokerau","Yue(4)",0
"Female","65–69 Years","Te Tai Tokerau","Yue(4)",0
"Male","70–74 Years","Te Tai Tokerau","Yue(4)",0
"Female","70–74 Years","Te Tai Tokerau","Yue(4)",3
"Male","75–79 Years","Te Tai Tokerau","Yue(4)",3
"Female","75–79 Years","Te Tai Tokerau","Yue(4)",0
"Male","80–84 Years","Te Tai Tokerau","Yue(4)",0
"Female","80–84 Years","Te Tai Tokerau","Yue(4)",0
"Male","85 Years And Over","Te Tai Tokerau","Yue(4)",0
"Female","85 Years And Over","Te Tai Tokerau","Yue(4)",0
"Male","0–4 Years","Te Tai Tonga","Yue(4)",3
"Female","0–4 Years","Te Tai Tonga","Yue(4)",0
"Male","5–9 Years","Te Tai Tonga","Yue(4)",0
"Female","5–9 Years","Te Tai Tonga","Yue(4)",0
"Male","10–14 Years","Te Tai Tonga","Yue(4)",0
"Female","10–14 Years","Te Tai Tonga","Yue(4)",0
"Male","15–19 Years","Te Tai Tonga","Yue(4)",3
"Female","15–19 Years","Te Tai Tonga","Yue(4)",0
"Male","20–24 Years","Te Tai Tonga","Yue(4)",3
"Female","20–24 Years","Te Tai Tonga","Yue(4)",0
"Male","25–29 Years","Te Tai Tonga","Yue(4)",3
"Female","25–29 Years","Te Tai Tonga","Yue(4)",0
"Male","30–34 Years","Te Tai Tonga","Yue(4)",0
"Female","30–34 Years","Te Tai Tonga","Yue(4)",3
"Male","35–39 Years","Te Tai Tonga","Yue(4)",3
"Female","35–39 Years","Te Tai Tonga","Yue(4)",0
"Male","40–44 Years","Te Tai Tonga","Yue(4)",0
"Female","40–44 Years","Te Tai Tonga","Yue(4)",0
"Male","45–49 Years","Te Tai Tonga","Yue(4)",6
"Female","45–49 Years","Te Tai Tonga","Yue(4)",0
"Male","50–54 Years","Te Tai Tonga","Yue(4)",3
"Female","50–54 Years","Te Tai Tonga","Yue(4)",0
"Male","55–59 Years","Te Tai Tonga","Yue(4)",3
"Female","55–59 Years","Te Tai Tonga","Yue(4)",0
"Male","60–64 Years","Te Tai Tonga","Yue(4)",0
"Female","60–64 Years","Te Tai Tonga","Yue(4)",0
"Male","65–69 Years","Te Tai Tonga","Yue(4)",0
"Female","65–69 Years","Te Tai Tonga","Yue(4)",0
"Male","70–74 Years","Te Tai Tonga","Yue(4)",0
"Female","70–74 Years","Te Tai Tonga","Yue(4)",0
"Male","75–79 Years","Te Tai Tonga","Yue(4)",0
"Female","75–79 Years","Te Tai Tonga","Yue(4)",0
"Male","80–84 Years","Te Tai Tonga","Yue(4)",0
"Female","80–84 Years","Te Tai Tonga","Yue(4)",0
"Male","85 Years And Over","Te Tai Tonga","Yue(4)",0
"Female","85 Years And Over","Te Tai Tonga","Yue(4)",0
"Male","0–4 Years","Waiariki","Yue(4)",3
"Female","0–4 Years","Waiariki","Yue(4)",0
"Male","5–9 Years","Waiariki","Yue(4)",0
"Female","5–9 Years","Waiariki","Yue(4)",3
"Male","10–14 Years","Waiariki","Yue(4)",0
"Female","10–14 Years","Waiariki","Yue(4)",0
"Male","15–19 Years","Waiariki","Yue(4)",0
"Female","15–19 Years","Waiariki","Yue(4)",3
"Male","20–24 Years","Waiariki","Yue(4)",3
"Female","20–24 Years","Waiariki","Yue(4)",0
"Male","25–29 Years","Waiariki","Yue(4)",0
"Female","25–29 Years","Waiariki","Yue(4)",3
"Male","30–34 Years","Waiariki","Yue(4)",3
"Female","30–34 Years","Waiariki","Yue(4)",3
"Male","35–39 Years","Waiariki","Yue(4)",0
"Female","35–39 Years","Waiariki","Yue(4)",0
"Male","40–44 Years","Waiariki","Yue(4)",0
"Female","40–44 Years","Waiariki","Yue(4)",0
"Male","45–49 Years","Waiariki","Yue(4)",3
"Female","45–49 Years","Waiariki","Yue(4)",0
"Male","50–54 Years","Waiariki","Yue(4)",0
"Female","50–54 Years","Waiariki","Yue(4)",0
"Male","55–59 Years","Waiariki","Yue(4)",0
"Female","55–59 Years","Waiariki","Yue(4)",0
"Male","60–64 Years","Waiariki","Yue(4)",0
"Female","60–64 Years","Waiariki","Yue(4)",0
"Male","65–69 Years","Waiariki","Yue(4)",0
"Female","65–69 Years","Waiariki","Yue(4)",0
"Male","70–74 Years","Waiariki","Yue(4)",0
"Female","70–74 Years","Waiariki","Yue(4)",0
"Male","75–79 Years","Waiariki","Yue(4)",0
"Female","75–79 Years","Waiariki","Yue(4)",0
"Male","80–84 Years","Waiariki","Yue(4)",0
"Female","80–84 Years","Waiariki","Yue(4)",0
"Male","85 Years And Over","Waiariki","Yue(4)",0
"Female","85 Years And Over","Waiariki","Yue(4)",0
"Male","0–4 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","0–4 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","5–9 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","5–9 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","10–14 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","10–14 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","15–19 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","15–19 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","20–24 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","20–24 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","25–29 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","25–29 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","30–34 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","30–34 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","35–39 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","35–39 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","40–44 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","40–44 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","45–49 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","45–49 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","50–54 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","50–54 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","55–59 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","55–59 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","60–64 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","60–64 Years","Area Outside Māori Electorate","Yue(4)",NA
"Male","65–69 Years","Area Outside Māori Electorate","Yue(4)",NA
"Female","65–69 Years","Area Outside Māori Electorate","Yue(4)",NA
